district,latitude,longitude,year,month,crime_category,crime_count,severity_weight,risk_weight,source,source_url
Dakshina Kannada,12.87,74.88,2022,0,Kidnapping of Women,14,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2022,0,Molestation,83,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2022,0,POCSO Rape,82,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2022,0,POCSO Sexual Assault,50,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2022,0,Rape,22,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2022,0,Sexual Assault,3,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2022,0,Sexual Harassment,11,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2022,0,Stalking,7,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2022,0,Voyeurism,5,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2022,0,Assault on Women,218,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Attempt to Rape,1,90,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Cruelty by Husband,59,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Cyber Harassment,3,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Dowry Death,7,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Dowry Harassment,93,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Gang Rape,2,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Kidnapping of Women,65,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Molestation,218,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2022,0,POCSO Rape,63,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,POCSO Sexual Assault,31,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Rape,17,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Davanagere,14.47,75.92,2022,0,Sexual Assault,87,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2022,0,Sexual Harassment,6,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Davanagere,14.47,75.92,2022,0,Stalking,2,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2022,0,Assault on Women,102,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,Attempt to Rape,1,90,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,Cruelty by Husband,129,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,Cyber Harassment,10,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,Dowry Death,2,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,Dowry Harassment,5,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,Human Trafficking,2,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,Molestation,55,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2022,0,POCSO Rape,43,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,POCSO Sexual Assault,29,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,Rape,13,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Dharwad,15.46,75.01,2022,0,Sexual Assault,7,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2022,0,Sexual Harassment,6,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Dharwad,15.46,75.01,2022,0,Stalking,8,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2022,0,Assault on Women,56,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2022,0,Cruelty by Husband,23,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2022,0,Cyber Harassment,3,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2022,0,Dowry Death,2,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2022,0,Dowry Harassment,5,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2022,0,Gang Rape,1,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2022,0,Molestation,56,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2022,0,POCSO Rape,31,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2022,0,POCSO Sexual Assault,3,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2022,0,Rape,7,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Gadag,15.42,75.62,2022,0,Sexual Assault,2,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2022,0,Sexual Harassment,7,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Gadag,15.42,75.62,2022,0,Stalking,2,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2022,0,Assault on Women,273,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,Cruelty by Husband,50,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,Cyber Harassment,4,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,Dowry Death,5,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,Dowry Harassment,78,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,Human Trafficking,1,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,Kidnapping of Women,49,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,Molestation,273,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2022,0,POCSO Rape,109,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,POCSO Sexual Assault,43,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,Rape,13,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Hassan,13.01,76.1,2022,0,Sexual Assault,63,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2022,0,Sexual Harassment,12,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Hassan,13.01,76.1,2022,0,Stalking,2,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2022,0,Assault on Women,112,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Haveri,14.8,75.4,2022,0,Cruelty by Husband,36,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Haveri,14.8,75.4,2022,0,Dowry Death,4,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Haveri,14.8,75.4,2022,0,Dowry Harassment,31,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Haveri,14.8,75.4,2022,0,Kidnapping of Women,54,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Haveri,14.8,75.4,2022,0,Molestation,112,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2022,0,POCSO Rape,63,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Haveri,14.8,75.4,2022,0,POCSO Sexual Assault,14,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Haveri,14.8,75.4,2022,0,Rape,13,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Haveri,14.8,75.4,2022,0,Sexual Assault,34,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Haveri,14.8,75.4,2022,0,Sexual Harassment,11,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kalaburagi,17.33,76.83,2022,0,Assault on Women,157,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Attempt to Rape,1,90,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Cruelty by Husband,154,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Cyber Harassment,1,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Dowry Death,6,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Dowry Harassment,53,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Gang Rape,2,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Human Trafficking,2,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Kidnapping of Women,27,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Molestation,117,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kalaburagi,17.33,76.83,2022,0,POCSO Rape,62,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,POCSO Sexual Assault,11,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Rape,19,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kalaburagi,17.33,76.83,2022,0,Sexual Assault,7,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2022,0,Assault on Women,53,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kodagu,12.42,75.74,2022,0,Cruelty by Husband,24,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kodagu,12.42,75.74,2022,0,Cyber Harassment,2,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kodagu,12.42,75.74,2022,0,Dowry Harassment,2,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kodagu,12.42,75.74,2022,0,Kidnapping of Women,23,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kodagu,12.42,75.74,2022,0,Molestation,53,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2022,0,POCSO Rape,57,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kodagu,12.42,75.74,2022,0,POCSO Sexual Assault,9,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kodagu,12.42,75.74,2022,0,Rape,8,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kodagu,12.42,75.74,2022,0,Sexual Assault,6,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2022,0,Sexual Harassment,5,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kodagu,12.42,75.74,2022,0,Stalking,1,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2022,0,Assault on Women,129,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kolar,13.14,78.13,2022,0,Cruelty by Husband,23,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kolar,13.14,78.13,2022,0,Cyber Harassment,3,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kolar,13.14,78.13,2022,0,Dowry Death,7,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kolar,13.14,78.13,2022,0,Dowry Harassment,36,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kolar,13.14,78.13,2022,0,Kidnapping of Women,51,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kolar,13.14,78.13,2022,0,Molestation,129,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2022,0,POCSO Rape,60,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kolar,13.14,78.13,2022,0,POCSO Sexual Assault,9,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kolar,13.14,78.13,2022,0,Rape,12,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Kolar,13.14,78.13,2022,0,Sexual Assault,20,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2022,0,Sexual Harassment,15,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Kolar,13.14,78.13,2022,0,Stalking,7,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Koppal,15.35,76.15,2022,0,Assault on Women,109,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,Cruelty by Husband,96,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,Cyber Harassment,4,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,Dowry Death,4,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,Dowry Harassment,1,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,Human Trafficking,1,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,Kidnapping of Women,30,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,Molestation,109,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Koppal,15.35,76.15,2022,0,POCSO Rape,65,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,POCSO Sexual Assault,6,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,Rape,8,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Koppal,15.35,76.15,2022,0,Sexual Harassment,2,75,80,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,Assault on Women,342,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,Cruelty by Husband,92,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,Dowry Death,5,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,Dowry Harassment,39,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,Gang Rape,1,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,Kidnapping of Women,2,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,Molestation,342,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2022,0,POCSO Rape,67,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,POCSO Sexual Assault,32,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,Rape,10,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mandya,12.52,76.9,2022,0,Sexual Assault,126,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2022,0,Sexual Harassment,8,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2022,0,Stalking,8,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Mandya,12.52,76.9,2022,0,Voyeurism,1,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2022,0,Assault on Women,365,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,Cruelty by Husband,140,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,Cyber Harassment,14,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,Dowry Death,11,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,Dowry Harassment,142,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,Human Trafficking,1,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,Kidnapping of Women,44,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,Molestation,284,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2022,0,POCSO Rape,114,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,POCSO Sexual Assault,76,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,Rape,37,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Mysuru,12.3,76.64,2022,0,Sexual Assault,54,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2022,0,Sexual Harassment,13,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2022,0,Stalking,8,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Mysuru,12.3,76.64,2022,0,Voyeurism,1,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2022,0,Assault on Women,217,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2022,0,Cruelty by Husband,115,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2022,0,Cyber Harassment,6,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2022,0,Dowry Death,6,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2022,0,Dowry Harassment,60,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2022,0,Kidnapping of Women,25,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2022,0,Molestation,217,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2022,0,POCSO Rape,45,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2022,0,POCSO Sexual Assault,7,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2022,0,Rape,24,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Raichur,16.21,77.36,2022,0,Sexual Assault,2,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2022,0,Sexual Harassment,16,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Raichur,16.21,77.36,2022,0,Stalking,2,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Ramanagara,12.72,77.28,2022,0,Assault on Women,291,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,Cruelty by Husband,46,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,Cyber Harassment,5,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,Dowry Death,4,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,Dowry Harassment,68,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,Human Trafficking,1,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,Kidnapping of Women,78,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,Molestation,291,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Ramanagara,12.72,77.28,2022,0,POCSO Rape,69,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,POCSO Sexual Assault,23,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,Rape,14,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Ramanagara,12.72,77.28,2022,0,Sexual Assault,49,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Ramanagara,12.72,77.28,2022,0,Sexual Harassment,11,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Ramanagara,12.72,77.28,2022,0,Stalking,7,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Shivamogga,13.93,75.57,2022,0,Assault on Women,327,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2022,0,Cruelty by Husband,92,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2022,0,Cyber Harassment,6,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2022,0,Dowry Death,10,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2022,0,Dowry Harassment,90,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2022,0,Kidnapping of Women,69,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2022,0,Molestation,327,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Shivamogga,13.93,75.57,2022,0,POCSO Rape,146,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2022,0,POCSO Sexual Assault,32,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2022,0,Rape,23,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Shivamogga,13.93,75.57,2022,0,Sexual Assault,71,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Shivamogga,13.93,75.57,2022,0,Sexual Harassment,10,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Shivamogga,13.93,75.57,2022,0,Stalking,8,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Shivamogga,13.93,75.57,2022,0,Voyeurism,1,70,75,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
